customer_id,first_name,last_name,email,phone,gender,date_of_birth,registration_date,city,state,country,postal_code,loyalty_tier,preferred_channel
69,Lisa,Martin,xwilliams@example.net,00193799473834735,Male,1979-03-05,2023-08-27,Kimberlyhaven,NY,US,69636,Silver,In-Store
70,Robert,Martin,laurietaylor@example.com,4756818141,Prefer not to say,1958-07-13,2023-06-07,Whiteheadberg,FL,US,57841,Bronze,Social Commerce
71,Christopher,Lozano,bwilkerson@example.com,2687536153,Non-binary,1960-12-19,2024-05-16,Port Jennifermouth,WI,US,19643,Gold,In-Store
72,Devin,Mitchell,ihorton@example.net,37960104328986,Male,1960-04-22,2024-05-28,West David,WI,US,31753,Silver,Mobile App
73,Robert,Bauer,fbrown@example.net,17085932460,Prefer not to say,1985-12-15,2022-03-04,Lopezland,AZ,US,69115,Gold,Mobile App
74,Theresa,Jones,myerstheodore@example.net,75470515319520,Prefer not to say,1964-02-15,2022-06-17,Port Kimberly,WI,US,61400,Bronze,Online
75,Tina,Mendoza,lisabrown@example.com,8439030548,Female,1977-09-02,,Benjaminborough,NC,US,38002,Bronze,Social Commerce
76,Michael,Norman,joshua56@example.com,00187645277584161,Male,1981-10-10,2022-03-28,Manuelland,NJ,US,43482,Gold,Social Commerce
77,Donna,Parker,cjackson@example.com,2054964016582,Prefer not to say,1991-04-12,2022-06-30,Johnsonland,MD,US,31433,Platinum,Mobile App
78,Kimberly,Diaz,cherring@example.net,7758571928,Female,1997-08-08,2023-12-17,Debrabury,GA,US,15370,Platinum,In-Store
79,Anthony,Lopez,hmcintyre@example.com,001347739473121727,Non-binary,1994-05-01,2024-07-08,Jennaside,NJ,US,71564,Silver,Social Commerce
80,Kelly,Evans,jenniferho@example.net,2587313237,Male,1991-06-05,2023-08-11,Tannerside,WI,US,17510,Bronze,Online
81,Cheryl,Miller,raymond78@example.com,001469412517785289,Female,1963-07-15,2023-12-05,Shawton,TX,US,16775,Silver,Social Commerce
82,April,Torres,marcusfletcher@example.com,441443842498182,Prefer not to say,1980-05-10,2023-11-17,Meganshire,MI,US,5900,Bronze,In-Store
83,Marcia,Johnson,frykelli@example.com,163996907844736,Non-binary,1985-03-01,2022-06-23,Lake Brianmouth,PA,US,54977,Gold,Online
84,Todd,Harris,larryhiggins@example.net,9625588153714,Male,1969-03-20,2023-01-29,North Brent,MI,US,50852,Gold,Online
85,Michelle,Barnes,lisapeck@example.net,532578774701687,Non-binary,1966-03-23,2022-12-06,Brandonport,GA,US,65367,Gold,Social Commerce
86,Carla,Cameron,amitchell@example.org,624356506098358,Prefer not to say,1967-05-29,2024-06-21,Gordonside,IN,US,37164,Platinum,In-Store
87,Marcia,Hanson,andersoncolin@example.com,985923986800025,Female,1999-10-02,2024-11-22,New Patricia,NC,US,18822,Gold,Social Commerce
88,Mark,Austin,phillipjensen@example.com,0012587887947,Male,1983-07-20,2024-02-07,Emilychester,NJ,US,77008,Platinum,Mobile App
89,Kyle,Roach,carlsonjoseph@example.net,001399530972896230,Prefer not to say,2005-03-16,2023-06-09,South Leeberg,NY,US,54628,Bronze,Online
90,Hannah,Jenkins,vsalas@example.net,7284385786,,1951-06-23,2022-10-22,Barrmouth,VA,US,72102,Silver,Online
91,Michael,Ingram,chelsea33@example.com,17436443757,Non-binary,1995-07-17,2024-08-20,Davidside,NC,US,50268,Bronze,Online
92,Paula,Foster,stephanie24@example.org,31557473384842,Prefer not to say,1979-10-31,2023-11-25,North Elizabeth,TN,US,70105,Bronze,Online
93,Jeremiah,Hall,gutierrezjennifer@example.org,1520282677345401,Non-binary,1953-10-05,2024-03-26,South Nicole,TX,US,23541,Bronze,Mobile App
94,Sarah,Johnson,lfrench@example.net,40094991547887,Prefer not to say,1989-03-15,2024-03-02,Jamesville,VA,US,43844,Gold,Online
95,Francisco,Stevens,jennifer05@example.com,0018323966851,Prefer not to say,1978-10-26,2023-08-29,East Thomas,IL,US,33013,Bronze,Online
96,Adam,Reyes,vmolina@example.com,0016904453017,Female,1955-02-23,2024-01-15,Parksport,CA,US,90978,Silver,Social Commerce
97,David,Hendricks,michael33@example.org,92779568783391,Prefer not to say,1990-05-14,2022-06-07,New Danielside,NJ,US,66756,Bronze,Online
98,James,Herrera,markmeyer@example.org,1239971870728679,Male,1969-04-02,2024-10-02,Jenniferfurt,MA,US,33853,Bronze,Online
99,Lisa,Reese,williamsmelvin@example.org,18017704622,Female,1999-05-06,2022-11-19,Westfurt,VA,US,49737,Gold,In-Store
100,Christopher,Brandt,desireebailey@example.org,18688230047,Prefer not to say,1991-12-07,2022-06-26,East Steven,IN,US,20833,Silver,Online
101,Joshua,Pineda,johnsondonna@example.net,001903531190790306,Male,1961-07-07,2023-01-08,Port Michelle,NY,US,7899,Gold,In-Store
102,Donald,Holder,lisadennis@example.com,0016956342836,Male,1957-01-28,2023-07-17,New Stacyburgh,IN,US,82551,Silver,In-Store
103,Erika,Peters,comptonshelly@example.net,68546624628733,Non-binary,1953-09-11,2022-04-04,Melendezside,OH,US,54591,Bronze,Online
104,Tammy,Grant,paulscott@example.com,131755183046990,Prefer not to say,1986-06-07,2022-05-03,South Jason,OH,US,44143,Bronze,Mobile App
105,Kevin,Stout,sharonhayden@example.org,00177369363854678,Male,2000-05-22,2022-09-08,Michaelfort,TX,US,61581,Bronze,Social Commerce
106,Corey,Zavala,ugill@example.org,8566093204899,Prefer not to say,1978-01-21,2024-11-20,East Mark,CA,US,50287,Bronze,Social Commerce
107,Ashley,Sanchez,jonathan77@example.com,2523287280,Non-binary,1992-03-21,2022-08-09,Port Adamberg,WA,US,83168,Bronze,In-Store
108,Jesse,Mann,robinsonstephen@example.org,16976700886008,Non-binary,2005-11-30,2022-07-18,New Lisachester,MO,US,23997,Bronze,In-Store
109,Daniel,Davis,johnharvey@example.com,,Non-binary,1992-07-02,2024-11-21,Josephfurt,IL,US,10858,Bronze,Mobile App
110,Nathan,Sullivan,veronicaperez@example.net,2014666870,Male,1992-08-09,2022-08-13,South Meganmouth,WI,US,74668,Bronze,In-Store
111,Tiffany,Dickson,hallrachel@example.net,0014747014890,Female,1984-02-10,2022-03-06,East Brendafurt,CA,US,10585,Silver,Social Commerce
112,Kevin,Elliott,irhodes@example.com,82178501631599,Prefer not to say,1955-08-03,2023-10-28,Lake Joshuamouth,NJ,US,64805,Silver,Mobile App
113,Jeremy,Tran,rreynolds@example.net,1761394311426265,Non-binary,1973-09-19,2023-05-20,North Sherrymouth,MI,US,47676,Bronze,Social Commerce
114,Kathleen,Garcia,lopezshane@example.net,861801581995604,Female,1960-12-07,2024-03-19,Lake Rachelbury,MI,US,75468,Silver,Social Commerce
115,Adriana,Jennings,dominicturner@example.com,7126646471,Female,2000-06-03,2023-05-06,Lake Colleen,GA,US,78332,Bronze,Social Commerce
116,Christina,Ellis,,19657756924593,Non-binary,1986-07-04,2024-09-01,South Tanya,NJ,US,38701,Gold,Online
117,Jessica,Chen,markramirez@example.com,6193398280737,Prefer not to say,1965-09-15,2022-03-16,Chambersberg,IL,US,83513,Gold,Mobile App
119,Danielle,Miller,dianekelly@example.net,,Prefer not to say,1976-06-20,2022-12-26,New Tonyafurt,AZ,US,99156,Gold,Online
120,Martin,Hogan,smithjonathan@example.net,00178829937567982,Male,1971-02-17,2023-11-07,Garciachester,NC,US,11754,Bronze,Online
121,Darren,Shepard,michaelcooper@example.org,375471775140105,Female,1977-11-25,2023-08-28,New Greg,TN,US,21490,Silver,Mobile App
122,Mark,Simmons,zhall@example.net,8268609379,Non-binary,1969-08-05,2022-06-17,Lake Jasonview,FL,US,99109,Silver,In-Store
123,Jane,Flynn,lloydamanda@example.com,737714785969691,Female,1968-06-05,2024-11-11,Williamsonport,IN,US,81042,Silver,Social Commerce
124,Brittany,Powers,david41@example.org,4284669296627,Male,,2024-05-17,Robertsburgh,FL,US,41733,Bronze,Mobile App
125,Megan,Harvey,stephanie72@example.org,58867676772190,Prefer not to say,1987-09-18,2024-07-07,West Jeffreyport,FL,US,22548,Gold,In-Store
126,Kimberly,Cunningham,hdunn@example.net,8483580783,Prefer not to say,1969-12-24,2023-09-04,West Nancy,MO,US,4725,Gold,Social Commerce
127,Shannon,Bailey,gonzalesvictoria@example.org,5952962923,Male,1987-08-12,2022-02-02,Amandaside,MA,US,22570,Platinum,Online
128,Mario,Padilla,ashley81@example.org,001660842232536729,Non-binary,1955-01-24,2023-04-25,Hayesland,MD,US,53303,Platinum,Mobile App
129,Zachary,Ramirez,shawn75@example.net,5179518636,Prefer not to say,1974-09-08,2022-12-25,Marcusport,TX,US,44771,Platinum,Social Commerce
130,Amy,Anderson,rkramer@example.org,8175012770,Prefer not to say,1998-04-05,2023-09-08,Lake Kevin,TX,US,36417,Gold,In-Store
131,Clarence,Ward,watsonrebecca@example.org,9643361103,Male,1983-04-17,2023-01-26,New Jeremy,FL,US,89627,Gold,In-Store
132,Sean,Smith,lisa62@example.com,4368111554,Female,,2022-08-29,Lake Victoria,WI,US,19225,Platinum,In-Store
133,Casey,Elliott,scottbowen@example.net,00182679731121965,Prefer not to say,1973-06-19,2024-08-12,East Joshua,NJ,US,11543,Gold,Social Commerce
135,Brittney,Rice,hatfieldsarah@example.org,59625827109104,Male,1966-07-06,2022-05-01,Port Raymondport,TX,US,82889,Silver,In-Store
136,Jennifer,Wang,fmiles@example.net,15894241418,,1993-05-08,2024-12-25,Peterland,IN,US,41155,Bronze,Mobile App
137,Holly,Blair,brianmiller@example.com,4792904210,Prefer not to say,1963-05-12,2023-06-01,South Stephanie,FL,US,69052,Silver,In-Store
138,Zachary,Carson,gary24@example.net,3059648149,,1952-11-04,2024-09-01,Dixonton,IL,US,65985,Bronze,Mobile App
139,Michele,Jackson,jonathangarcia@example.net,1213880003075622,Non-binary,1968-12-19,2024-08-31,West John,MO,US,94910,Silver,
140,Luis,Mckenzie,david02@example.org,606617445187053,Non-binary,1985-09-25,2023-05-08,South Micheal,WA,US,65166,Bronze,Online
141,Whitney,Parsons,edwardrandolph@example.org,5855050641,Non-binary,1980-07-22,2024-03-23,Vasquezton,MA,US,19162,Silver,Social Commerce
142,Jennifer,Davis,phyllismeyer@example.net,8714918261990,Female,1972-02-10,2022-11-12,West Jose,WA,US,41789,Bronze,Online
143,Sara,Long,louis43@example.org,7298121277,Male,1988-08-31,2024-04-15,New Michaelborough,WI,US,59734,Silver,Social Commerce
144,Kyle,Baker,davislindsey@example.com,0016906352135680,Female,1996-10-01,2022-10-12,North Stephanie,FL,US,59771,Bronze,Mobile App
145,Angela,Pierce,murraylinda@example.org,6003323651,Non-binary,2003-04-10,2022-10-05,North Jamesmouth,WI,US,17381,Silver,Social Commerce
146,Christopher,Boone,david70@example.org,0015664706625,Non-binary,1978-10-08,2024-09-08,Joshuaberg,MI,US,5042,Silver,In-Store
147,Christina,Jensen,victor87@example.org,2468263838,Female,1967-12-05,2022-02-25,Timothyfort,MA,US,45594,Silver,Online
148,Roberta,Shaw,bnelson@example.com,15305407859321,Prefer not to say,1971-09-18,2024-05-16,Amandaton,MD,US,29259,Bronze,Social Commerce
149,Barbara,Mcgrath,lkelly@example.org,4955590599,Prefer not to say,1957-08-16,2023-12-29,Weaverburgh,NJ,US,64783,Bronze,Online
150,Benjamin,Brown,andrewwoods@example.com,17323525002921,Prefer not to say,1991-07-18,2024-10-21,Janetfurt,NY,US,77311,Silver,Online
151,Craig,Turner,theresaoconnor@example.com,147542895392644,Non-binary,1968-07-23,2022-07-19,Lake Stacyfurt,FL,US,74882,Bronze,Online
152,Antonio,Guzman,daniellegarcia@example.com,9512355215,Female,1999-07-07,2024-08-04,Jasonland,IL,US,46439,Silver,Online
153,Jonathan,Rodriguez,williamssamuel@example.com,5674658617,Female,,2022-05-09,Joneston,VA,US,39155,Bronze,Mobile App
154,Andrew,Green,jonesgeorge@example.com,8184159970,Non-binary,1985-03-20,2024-07-26,Mooreville,WI,US,43898,Bronze,Mobile App
155,Jamie,Lee,donna43@example.org,8693872050,Female,1987-07-10,2024-05-16,Madisonfort,MO,US,26672,Silver,In-Store
156,Collin,Clark,tiffany71@example.com,27764186256527,Prefer not to say,,2024-11-01,Marshallbury,AZ,US,35701,Gold,In-Store
157,Anne,Hernandez,millermaurice@example.net,393880686879374,Male,1991-01-11,2024-10-11,New Ashleyhaven,NC,US,75406,Gold,Mobile App
158,Erica,Oliver,averyshane@example.org,6327061632,Prefer not to say,1988-02-22,2023-05-22,North Paulfurt,NC,US,72859,Gold,Social Commerce
159,Mark,Hill,astark@example.net,13983616229991,Female,1981-06-16,2024-05-26,Mikaylastad,OH,US,54357,Silver,Mobile App
160,Joseph,Pena,rjohnson@example.com,9996606530,Prefer not to say,1996-02-25,2022-07-15,Andrewport,TX,US,41257,Silver,In-Store
161,Juan,Vasquez,comptonjeremy@example.com,00177524691373678,Male,1985-03-26,2023-07-05,North Larry,FL,US,66927,Silver,Mobile App
162,Richard,Deleon,thompsonnancy@example.org,9308705345,Prefer not to say,1958-05-11,2024-01-04,Lake Anthonystad,OH,US,64567,Silver,Social Commerce
163,Brooke,Thompson,wmatthews@example.com,5415406029,Prefer not to say,1993-07-17,2022-04-10,Lake Jamie,CA,US,85905,Gold,Social Commerce
164,Robert,Smith,wellsdavid@example.org,15039494466574,Male,1977-01-30,2023-07-16,Ericafurt,VA,US,77110,Platinum,Online
165,Curtis,Hunt,anna99@example.com,51721545444328,Prefer not to say,1958-07-16,2022-06-09,Guerreroberg,CA,US,95041,Platinum,Social Commerce
166,Anthony,Jimenez,jordan66@example.com,00140969353875842,Female,1959-04-05,2022-10-08,South Davidview,PA,US,95552,Gold,In-Store
167,Lindsey,Hines,staceylam@example.net,6359346554,Prefer not to say,1989-09-09,2022-07-25,South Brianshire,VA,US,76563,Bronze,In-Store
168,Sheryl,Jones,vincentdillon@example.com,346902235697252,Female,1975-07-25,2023-09-10,Crystalburgh,WA,US,41580,Silver,In-Store
169,Cynthia,Smith,jason29@example.org,51279666676008,Prefer not to say,1951-01-31,2022-09-28,West Katherinehaven,VA,US,25480,Platinum,Social Commerce
170,Andrew,Smith,jeremywiley@example.com,6166894210,Prefer not to say,1953-07-29,2024-03-26,Lunahaven,AZ,US,44781,Platinum,In-Store
171,Ryan,Mcdaniel,matthewvalenzuela@example.com,001732260332309821,Female,1998-02-14,2022-05-16,Mcdowellview,TX,US,70589,Silver,Online
172,Cindy,Wheeler,stanleydesiree@example.org,4165761847,Non-binary,1960-09-18,2022-01-24,West Robertville,IL,US,87333,Bronze,Mobile App
173,Abigail,Dean,robertroach@example.net,00179184117393483,Male,1996-12-30,2022-06-07,Ethanside,TN,US,65559,Gold,In-Store
174,Renee,Watts,arivera@example.org,1611997218114374,Female,1995-08-26,2023-05-16,North Lisaton,IL,US,38586,Gold,Social Commerce
175,Michael,Rhodes,grodgers@example.org,7227557941,Male,2001-04-11,2022-04-18,North Richard,WA,US,60340,Silver,Mobile App
176,Joseph,Cruz,pmarsh@example.org,9204216979,Prefer not to say,1976-02-28,2023-05-12,Maxwelltown,OH,US,90215,Bronze,In-Store
177,Nichole,Acosta,timothyfreeman@example.com,3018450899358,Male,1950-11-11,2024-02-10,South Michael,OH,US,89144,Bronze,Social Commerce
178,Darlene,Hernandez,smithsarah@example.net,87281753540838,Male,1970-10-07,2024-02-02,North Stephen,IN,US,75609,Silver,Online
179,Shane,Gates,fstewart@example.net,150196608801994,Male,1978-04-06,2023-10-31,Michaelton,OH,US,29719,Bronze,Online
180,Megan,Rivera,xmoran@example.net,2114305548851,Non-binary,1968-08-17,2022-09-03,Taylorchester,WI,US,14520,Silver,In-Store
181,Jonathan,Gonzalez,conradphilip@example.com,4519609177,Male,1965-08-07,2024-07-15,New Jillside,MA,US,57230,Silver,Online
182,Mary,Webb,heatherthompson@example.org,5696958669,Prefer not to say,1957-07-16,2022-06-03,Stuartport,PA,US,59856,Bronze,Mobile App
183,Linda,Taylor,megan85@example.net,00138373394522885,Female,1985-06-09,2024-05-23,Aguilarchester,NC,US,88875,Bronze,Online
184,Julie,Skinner,natalie60@example.net,6066200342,Female,1992-12-22,2022-10-09,Port Bryan,MO,US,39185,Bronze,Mobile App
185,James,Weaver,lisa19@example.net,00128328638406665,Non-binary,1974-04-06,2023-03-25,Jamesmouth,TX,US,30064,Bronze,Mobile App
186,Rhonda,Bush,kari89@example.org,001634472122816064,Prefer not to say,1973-11-29,2022-04-25,New Meghan,VA,US,1240,Gold,In-Store
187,Mark,Mckinney,billmcfarland@example.net,5944798515,Prefer not to say,1952-07-13,2022-10-19,Port Williamchester,MO,US,71683,Bronze,Online
188,Amanda,Davis,nicolealvarado@example.com,5432987801573,Female,1980-07-27,2023-10-25,Patrickville,NY,US,51078,Platinum,Online
189,Jonathan,Ramsey,pruittlynn@example.com,287370435811288,Non-binary,1962-03-30,2024-06-13,Lake Crystal,IL,US,28442,Gold,Mobile App
190,Michelle,Coleman,harrismaria@example.net,001361520750110248,Male,1961-06-04,2024-03-12,Rickeymouth,IL,US,83104,Bronze,In-Store
191,Richard,Stewart,inunez@example.org,169199015814491,Non-binary,1981-02-11,2022-07-01,Fostertown,MA,US,62627,Bronze,Online
192,Eric,Robinson,irobles@example.com,,Prefer not to say,1987-08-26,2024-10-06,West Erica,NY,US,96095,Gold,In-Store
193,Deborah,Bernard,spencerangela@example.org,5097968814,Male,1959-05-25,2024-02-08,South Rebecca,NJ,US,67682,Bronze,Social Commerce
194,Douglas,White,james29@example.org,001487581414139755,Non-binary,1954-10-21,2023-01-25,West Christineborough,MI,US,42153,Bronze,Social Commerce
195,Todd,Murphy,heather29@example.net,7569205336452,Female,1976-06-04,2024-09-10,Griffinport,MI,US,64329,Silver,Online
196,Andrea,Thompson,wilkinsonmichele@example.org,18345110809,Non-binary,1998-10-25,2024-02-21,New Jorgeside,MA,US,62380,Bronze,Mobile App
197,Desiree,Hernandez,xwalker@example.net,00144247881658039,Prefer not to say,1998-07-30,2023-04-11,Mooreshire,MO,US,74663,Gold,In-Store
198,Donna,Faulkner,ccrosby@example.org,001273214530385677,Female,1996-05-14,2022-10-29,Dakotahaven,IL,US,83543,Silver,In-Store
199,Maria,Davenport,beth92@example.com,196599184638655,Non-binary,1978-09-08,2022-05-18,New Nicolemouth,NC,US,22207,Platinum,Online
200,Jerry,Robertson,jason22@example.com,18132651777392,Male,1963-04-19,2022-07-25,North David,MI,US,78141,Silver,Social Commerce
201,Evan,Soto,macdonalddylan@example.org,9289699041379,Non-binary,1986-02-25,2024-04-02,East Maria,GA,US,79254,Silver,Mobile App
